76,56,70,47,33,55,18,40,46,4,1,26,3,35,49,15,50,9,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,25,76,19,30,61,48,46,4,1,26,47,70,33,73,43,64,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,48,4,1,52,3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,30,27,30,70,33,26,66,3,50,13,9,67,60,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,61,27,19,29,33,70,47,33,70,61,30,76,46,48,11,4,1,26,66,58,49,35,13,3,50,15,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1
61,25,30,76,30,18,33,40,70,33,11,2,46,48,4,1,66,26,3,13,49,35,58,15,50,63,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,30,19,64,73,43,18,55,40,47,70,33,48,46,4,1,26,52,49,3,50,9,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,70,33,48,46,26,3,50,49,52,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,29,43,73,31,34,26,58,52,35,49,3,50,8,67,60,0,6,28,68,23,74,59,72,7,4,1,9,30,27,76,25,19,11,46,48,-1,-1
25,61,27,30,76,19,64,73,43,47,70,49,52,50,3,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,33,70,47,43,73,64,4,50,3,49,52,26,60,9,20,67,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,73,43,64,70,33,47,46,48,4,1,26,66,15,50,49,3,52,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,37,70,33,47,62,4,1,26,49,3,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,61,19,25,76,27,4,66,26,35,13,58,50,1,2,11,46,3,52,9,67,73,31,43,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,48,4,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,30,76,43,73,70,33,47,48,11,46,4,1,26,75,49,52,50,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,70,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,51,5,17,70,47,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,43,73,64,33,70,47,49,3,52,50,35,13,58,66,26,1,4,11,2,46,30,61,76,27,19,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,33,55,70,51,5,17,21,22,31,73,34,43,64,2,46,48,4,1,66,26,50,15,49,35,13,3,57,9,67,60,53,24,44,69,36,-1,-1
76,30,19,64,73,43,1,4,26,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,43,64,33,70,47,9,67,60,46,48,11,4,1,66,26,49,35,3,13,50,15,52,30,76,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,19,73,43,31,34,33,47,70,46,48,4,1,16,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,30,19,64,73,43,47,70,33,48,46,1,4,26,52,49,3,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,25,30,61,76,21,22,40,32,33,70,47,55,18,46,2,11,4,1,26,66,13,3,58,35,50,49,52,57,9,67,60,-1,-1,-1,-1
22,21,43,73,33,70,47,9,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,47,70,33,15,35,50,49,58,52,3,13,76,27,30,19,25,4,1,11,48,2,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1,60,76,30,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,48,1,4,26,52,49,3,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,61,76,19,9,67,60,64,73,43,48,46,1,4,26,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,70,43,73,43,64,47,46,48,1,4,49,3,50,52,9,67,60,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,30,76,60,70,47,33,25,30,76,19,30,76,46,48,4,1,26,50,3,49,52,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,30,27,73,43,33,70,3,13,15,50,49,50,35,49,9,67,60,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,43,73,64,33,70,47,46,48,2,11,12,1,4,66,26,13,3,49,35,50,52,9,38,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,64,73,43,33,70,47,48,46,4,26,3,49,52,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,73,43,70,33,46,48,26,49,3,15,71,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,43,46,48,4,1,26,3,50,49,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
70,33,70,33,47,4,1,26,49,52,3,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,30,76,27,19,33,70,46,2,4,1,26,50,49,3,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,4,1,26,49,52,3,50,9,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,73,43,64,18,33,47,70,46,48,4,1,66,26,3,49,52,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,27,31,34,29,73,43,64,18,33,40,70,47,4,1,4,49,35,9,60,70,33,26,3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,76,30,10,73,43,31,34,33,70,35,49,15,50,67,1,4,3,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,70,33,47,46,48,1,4,66,26,49,50,3,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,30,76,73,43,64,33,70,47,1,4,14,49,3,50,52,60,50,49,3,52,60,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,31,43,34,64,29,33,18,70,47,76,19,4,1,66,26,50,15,49,35,3,13,9,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,31,43,34,64,70,33,70,47,46,1,16,4,3,49,52,50,66,26,9,67,60,76,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,33,70,47,33,46,48,4,1,66,26,15,13,35,49,50,3,58,52,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,64,73,43,47,70,33,48,46,26,3,49,52,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,30,76,73,43,70,46,48,50,49,52,26,3,9,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,73,43,47,70,33,46,48,1,4,26,52,49,3,50,9,60,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,73,64,18,33,47,70,33,46,48,2,11,1,4,26,66,3,58,8,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,30,27,25,19,73,31,43,34,64,29,40,47,33,70,46,48,2,11,1,4,16,13,3,35,15,50,49,15,3,50,9,60,-1,-1,-1,-1,-1
19,30,73,43,33,18,47,70,55,11,46,4,1,49,35,3,13,50,15,58,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,73,43,70,33,47,46,48,4,1,15,50,49,3,52,65,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,22,21,43,73,64,33,70,47,70,53,24,46,48,4,1,26,66,49,3,52,50,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,25,64,73,43,70,55,18,33,48,46,26,3,35,58,49,52,50,9,57,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,70,47,46,48,4,1,4,26,50,49,58,3,35,9,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,47,33,70,39,1,4,1,9,67,60,42,64,73,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,76,30,45,76,19,73,43,64,70,33,46,48,4,1,66,26,49,3,50,52,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,30,76,19,73,31,43,34,64,29,18,33,47,70,2,11,48,46,52,49,50,15,58,35,13,3,66,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1
30,76,19,22,21,70,33,47,46,48,62,4,1,26,66,3,50,49,52,9,73,2,46,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,61,76,64,73,43,70,60,2,46,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,19,76,47,70,33,47,70,46,48,4,1,26,50,49,3,9,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
